@relation storm_release_7-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute NAuth numeric
@attribute NR numeric
@attribute Age numeric
@attribute Size numeric
@attribute NFix numeric
@attribute LOC_Added numeric
@attribute ChgSetSize numeric
@attribute Max_ChgSetSize numeric
@attribute Avg_ChgSetSize numeric
@attribute Buggy {Yes,No}

@data
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
25,0,38,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
29,0,58,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
25,0,38,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
32,0,80,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
34,0,82,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,1,21,0,1,16,1,1,1,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,1,21,0,1,11,1,1,1,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,21,0,0,0,0,0,0,No
20,0,22,47,0,0,0,0,0,No
20,0,27,139,0,0,0,0,0,No
20,0,22,108,0,0,0,0,0,No
20,0,22,29,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,75,0,0,0,0,0,No
20,0,27,169,0,0,0,0,0,No
20,0,27,258,0,0,0,0,0,No
20,0,27,264,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,29,0,0,0,0,0,No
20,0,27,44,0,0,0,0,0,No
20,0,27,34,0,0,0,0,0,No
20,0,27,25,0,0,0,0,0,No
20,0,27,28,0,0,0,0,0,No
20,0,27,38,0,0,0,0,0,No
20,0,27,28,0,0,0,0,0,No
20,0,27,32,0,0,0,0,0,No
20,0,27,57,0,0,0,0,0,No
20,0,27,101,0,0,0,0,0,No
20,0,27,133,0,0,0,0,0,No
20,0,27,84,0,0,0,0,0,No
20,0,27,96,0,0,0,0,0,No
20,0,27,59,0,0,0,0,0,No
20,0,27,37,0,0,0,0,0,No
20,0,27,26,0,0,0,0,0,No
20,0,27,69,0,0,0,0,0,No
20,0,27,63,0,0,0,0,0,No
20,0,27,40,0,0,0,0,0,No
20,0,27,43,0,0,0,0,0,No
20,0,27,161,0,0,0,0,0,No
20,0,27,64,0,0,0,0,0,No
20,0,27,89,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
20,0,27,0,0,0,0,0,0,No
29,0,56,82,0,0,0,0,0,No
29,0,56,114,0,0,0,0,0,No
29,0,56,117,0,0,0,0,0,No
29,0,56,35,0,0,0,0,0,No
29,0,56,87,0,0,0,0,0,No
29,0,56,36,0,0,0,0,0,No
29,0,56,85,0,0,0,0,0,No
29,0,56,198,0,0,0,0,0,No
29,0,56,181,0,0,0,0,0,No
29,0,56,26,0,0,0,0,0,No
29,0,56,24,0,0,0,0,0,No
29,2,56,123,2,8,0,0,0,Yes
25,0,46,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,Yes
20,0,27,50,0,0,0,0,0,No
29,0,56,79,0,0,0,0,0,No
20,0,27,34,0,0,0,0,0,No
29,0,56,40,0,0,0,0,0,No
29,0,56,264,0,0,0,0,0,No
29,0,56,35,0,0,0,0,0,No
29,0,56,171,0,0,0,0,0,No
29,0,56,34,0,0,0,0,0,No
29,0,56,27,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,0,56,0,0,0,0,0,0,No
29,2,64,337,2,242,4,4,3,Yes
29,2,64,112,4,6,4,4,3,Yes
29,2,64,142,4,36,4,4,3,Yes
29,0,64,74,0,0,0,0,0,No
29,0,64,69,0,0,0,0,0,No
29,0,64,74,0,0,0,0,0,No
29,0,64,35,0,0,0,0,0,No
29,0,64,23,0,0,0,0,0,No
29,0,64,47,0,0,0,0,0,No
29,0,64,48,0,0,0,0,0,No
29,0,64,81,0,0,0,0,0,No
29,0,64,35,0,0,0,0,0,No
29,0,64,81,0,0,0,0,0,No
29,0,64,40,0,0,0,0,0,No
29,0,64,40,0,0,0,0,0,No
29,0,64,44,0,0,0,0,0,No
29,0,64,28,0,0,0,0,0,No
25,0,46,0,0,0,0,0,0,No
29,0,64,0,0,0,0,0,0,Yes
