@relation storm_release_5-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute NAuth numeric
@attribute NR numeric
@attribute Age numeric
@attribute Size numeric
@attribute NFix numeric
@attribute LOC_Added numeric
@attribute ChgSetSize numeric
@attribute Max_ChgSetSize numeric
@attribute Avg_ChgSetSize numeric
@attribute Buggy {Yes,No}

@data
21,3,50,0,4,6,103,103,34,Yes
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
16,0,25,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,Yes
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,Yes
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
21,0,50,0,0,0,0,0,0,No
16,0,24,82,0,0,0,0,0,Yes
16,1,24,114,1,1,4,4,4,Yes
16,1,24,117,1,2,4,4,4,Yes
16,0,24,35,0,0,0,0,0,Yes
16,0,24,87,0,0,0,0,0,Yes
16,0,24,36,0,0,0,0,0,Yes
16,0,24,85,0,0,0,0,0,Yes
16,0,24,198,0,0,0,0,0,Yes
16,0,24,181,0,0,0,0,0,No
16,0,24,26,0,0,0,0,0,No
16,0,24,24,0,0,0,0,0,No
16,0,24,123,0,0,0,0,0,Yes
16,0,24,0,0,0,0,0,0,No
16,0,24,79,0,0,0,0,0,Yes
16,0,24,40,0,0,0,0,0,Yes
16,0,24,264,0,0,0,0,0,Yes
16,0,24,35,0,0,0,0,0,Yes
16,1,24,171,1,1,4,4,4,Yes
16,0,24,34,0,0,0,0,0,Yes
16,0,24,27,0,0,0,0,0,Yes
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,24,0,0,0,0,0,0,No
16,0,32,337,0,0,0,0,0,Yes
16,1,32,112,1,1,4,4,4,Yes
16,1,32,142,1,1,4,4,4,Yes
16,0,32,74,0,0,0,0,0,No
16,0,32,69,0,0,0,0,0,No
16,0,32,74,0,0,0,0,0,No
16,0,32,35,0,0,0,0,0,No
16,0,32,23,0,0,0,0,0,No
16,0,32,47,0,0,0,0,0,No
16,0,32,48,0,0,0,0,0,Yes
16,0,32,81,0,0,0,0,0,Yes
16,0,32,35,0,0,0,0,0,Yes
16,0,32,81,0,0,0,0,0,Yes
16,0,32,40,0,0,0,0,0,No
16,0,32,40,0,0,0,0,0,No
16,0,32,44,0,0,0,0,0,No
16,0,32,28,0,0,0,0,0,No
16,0,32,0,0,0,0,0,0,Yes
16,0,32,556,0,0,0,0,0,Yes
16,0,32,46,0,0,0,0,0,No
16,0,32,31,0,0,0,0,0,No
16,0,32,73,0,0,0,0,0,No
16,0,32,70,0,0,0,0,0,No
16,0,32,67,0,0,0,0,0,No
16,0,32,33,0,0,0,0,0,No
16,0,32,23,0,0,0,0,0,No
16,0,32,48,0,0,0,0,0,No
16,0,32,58,0,0,0,0,0,Yes
16,0,32,85,0,0,0,0,0,Yes
16,0,32,40,0,0,0,0,0,Yes
16,0,32,97,0,0,0,0,0,Yes
16,0,32,40,0,0,0,0,0,No
