@relation bookkeeper_release_6-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute NAuth numeric
@attribute NR numeric
@attribute Age numeric
@attribute Size numeric
@attribute NFix numeric
@attribute LOC_Added numeric
@attribute ChgSetSize numeric
@attribute Max_ChgSetSize numeric
@attribute Avg_ChgSetSize numeric
@attribute Buggy {Yes,No}

@data
4,0,78,244,0,0,0,0,0,No
4,0,78,267,0,0,0,0,0,No
4,0,78,470,0,0,0,0,0,No
4,0,93,0,0,0,0,0,0,No
4,0,93,299,0,0,0,0,0,No
4,0,78,131,0,0,0,0,0,No
4,3,93,1657,16,96,15,15,13,No
4,0,85,0,0,0,0,0,0,No
4,0,93,327,0,0,0,0,0,No
4,0,85,0,0,0,0,0,0,No
4,1,67,2165,3,4,12,12,12,No
4,1,93,287,1,14,4,4,4,No
4,0,78,452,0,0,0,0,0,No
4,1,93,1249,5,113,12,12,12,No
4,0,78,40,0,0,0,0,0,No
4,1,93,579,6,39,12,12,12,No
4,0,83,388,0,0,0,0,0,No
4,0,40,49,0,0,0,0,0,No
4,1,78,595,3,1,12,12,12,No
4,0,78,32,0,0,0,0,0,No
4,0,78,73,0,0,0,0,0,No
4,1,75,664,4,106,12,12,12,No
4,2,75,1199,5,113,16,16,14,No
4,1,85,306,5,36,4,4,4,No
4,0,93,117,0,0,0,0,0,No
4,0,85,0,0,0,0,0,0,No
4,0,78,238,0,0,0,0,0,No
4,0,85,0,0,0,0,0,0,No
4,0,93,93,0,0,0,0,0,No
4,0,78,182,0,0,0,0,0,No
4,0,78,53,0,0,0,0,0,No
4,1,49,424,3,26,2,2,2,No
4,0,93,332,0,0,0,0,0,No
4,1,75,278,2,14,12,12,12,No
4,0,93,0,0,0,0,0,0,No
4,0,67,48,0,0,0,0,0,No
4,0,67,42,0,0,0,0,0,No
4,0,40,293,0,0,0,0,0,No
4,1,93,304,1,12,2,2,2,No
4,1,93,489,2,28,6,6,6,No
4,2,93,1511,8,70,8,8,5,No
4,0,93,1703,0,0,0,0,0,No
4,0,93,67,0,0,0,0,0,No
4,0,93,0,0,0,0,0,0,No
4,0,93,0,0,0,0,0,0,No
4,0,93,257,0,0,0,0,0,No
4,0,58,423,0,0,0,0,0,No
4,0,93,436,0,0,0,0,0,No
4,0,93,147,0,0,0,0,0,No
