@relation storm_release_2-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute NAuth numeric
@attribute NR numeric
@attribute Age numeric
@attribute Size numeric
@attribute NFix numeric
@attribute LOC_Added numeric
@attribute ChgSetSize numeric
@attribute Max_ChgSetSize numeric
@attribute Avg_ChgSetSize numeric
@attribute Buggy {Yes,No}

@data
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,No
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
3,0,3,0,0,0,0,0,0,Yes
